property_url,mls,mls_id,status,style,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,list_price,list_date,sold_price,last_sold_date,lot_sqft,price_per_sqft,latitude,longitude,stories,hoa_fee,parking_garage
https://www.realtor.com/realestateandhomes-detail/1543772348,PROR,485763319,FOR_SALE,SINGLE_FAMILY,616 66th St,,Springfield,OR,97478,3,2,,1530,1975,549900,2025-03-28,152000,2001-10-03,10019,359,44.051613,-122.911017,1,0,2
https://www.realtor.com/realestateandhomes-detail/1688885928,PROR,670999672,FOR_SALE,SINGLE_FAMILY,327 72nd St,,Springfield,OR,97478,4,3,,1848,1978,485000,2025-03-28,361500,2019-12-20,8276,262,44.04377,-122.896906,2,0,1
https://www.realtor.com/realestateandhomes-detail/2372306048,PROR,24069916,FOR_SALE,SINGLE_FAMILY,973 69th Pl,,Springfield,OR,97478,3,2,,1694,1999,500000,2025-03-28,320000,2017-12-07,6969,295,44.037772,-122.903415,2,0,2
https://www.realtor.com/realestateandhomes-detail/2496611995,PROR,519099435,FOR_SALE,SINGLE_FAMILY,90960 Hill Rd,,Springfield,OR,97478,3,2,,1940,1964,759900,2025-03-28,92650,2007-12-14,209524,392,44.13735,-122.926021,1,0,4
https://www.realtor.com/realestateandhomes-detail/9985935329,HH1B,WOORI04-000-0153,FOR_SALE,SINGLE_FAMILY,5112 Cedar View Dr,,Springfield,OR,97478,3,2,,1235,,433990,2025-03-28,,,,351,44.039328,-122.941963,1,,2
https://www.realtor.com/realestateandhomes-detail/1948090460,PROR,341044320,FOR_SALE,SINGLE_FAMILY,5510 E St,,Springfield,OR,97478,2,1,,926,1998,235000,2025-03-27,222500,2022-07-15,1306,254,44.050327,-122.931783,1,235,
https://www.realtor.com/realestateandhomes-detail/1018497515,PROR,404128724,FOR_SALE,SINGLE_FAMILY,545 Mountaingate Dr,,Springfield,OR,97478,3,2,1,2064,2009,539900,2025-03-27,459000,2021-05-20,10890,262,44.041224,-122.91961,2,36,2
https://www.realtor.com/realestateandhomes-detail/2776793278,PROR,671583931,FOR_SALE,SINGLE_FAMILY,468 55th St,,Springfield,OR,97478,3,2,,1528,1980,418000,2025-03-27,161900,2012-08-09,6969,274,44.049632,-122.933728,1,0,2
https://www.realtor.com/realestateandhomes-detail/2242110614,PROR,127529971,FOR_SALE,SINGLE_FAMILY,43081 Deerhorn Rd,,Springfield,OR,97478,3,2,1,2224,1989,875000,2025-03-27,810000,2023-08-18,33977,393,44.10627,-122.668034,2,0,2
https://www.realtor.com/realestateandhomes-detail/2730170893,PROR,184929278,FOR_SALE,SINGLE_FAMILY,3421 Virginia Ave,,Springfield,OR,97478,4,2,,1493,2000,480000,2025-03-26,235500,2017-08-31,10019,322,44.041463,-122.97794,1,0,3
https://www.realtor.com/realestateandhomes-detail/9371793140,PROR,371587406,FOR_SALE,SINGLE_FAMILY,5210 Cedar View Dr,,Springfield,OR,97478,3,2,,1574,2025,475539,2025-03-26,,,,302,44.038093,-122.9424,1,32,2
https://www.realtor.com/realestateandhomes-detail/9244615722,PROR,284962364,FOR_SALE,SINGLE_FAMILY,5137 Cedar View Dr,,Springfield,OR,97478,3,2,,1408,2025,444946,2025-03-25,,,,316,44.037915,-122.944233,2,32,2
https://www.realtor.com/realestateandhomes-detail/1640825520,PROR,394077238,FOR_SALE,SINGLE_FAMILY,645 51st St,,Springfield,OR,97478,3,1,,1040,1940,339900,2025-03-25,124000,2015-01-07,9147,327,44.051432,-122.941712,1,0,
https://www.realtor.com/realestateandhomes-detail/9782040203,PROR,166004253,FOR_SALE,SINGLE_FAMILY,5102 Cedar View Dr,,Springfield,OR,97478,4,2,,1979,2025,572929,2025-03-25,,,,290,44.036745,-122.941834,1,32,2
https://www.realtor.com/realestateandhomes-detail/2732948231,PROR,777439483,FOR_SALE,SINGLE_FAMILY,1002 69th St,,Springfield,OR,97478,4,3,,2578,1995,750000,2025-03-21,27500,1994-04-05,16117,291,44.037129,-122.90532,2,0,5
https://www.realtor.com/realestateandhomes-detail/1101316656,PROR,549668906,FOR_SALE,SINGLE_FAMILY,1957 58th St,,Springfield,OR,97478,2,2,,1032,2010,364900,2025-03-21,243000,2019-03-29,5227,354,44.029914,-122.923985,1,,2
https://www.realtor.com/realestateandhomes-detail/1913897689,PROR,662767153,FOR_SALE,SINGLE_FAMILY,193 62nd Pl,,Springfield,OR,97478,2,1,1,1350,1980,305000,2025-03-21,84900,2003-02-21,3049,226,44.046773,-122.918444,2,0,1
https://www.realtor.com/realestateandhomes-detail/2475979899,PROR,721267145,FOR_SALE,MOBILE,205 54th St,,Springfield,OR,97478,2,1,,768,1972,69000,2025-03-21,,,,90,44.04255,-122.933618,1,0,
https://www.realtor.com/realestateandhomes-detail/2226469436,PROR,569722375,FOR_SALE,SINGLE_FAMILY,37930 Shenandoah Loop,,Springfield,OR,97478,3,2,1,1588,1972,600000,2025-03-20,,,38768,378,44.078172,-122.864065,1,0,2
https://www.realtor.com/realestateandhomes-detail/2965899531,PROR,296589915,FOR_SALE,SINGLE_FAMILY,92026 Marcola Rd,,Springfield,OR,97478,3,3,,2790,1967,549900,2025-03-20,,,71874,197,44.169758,-122.874388,1,0,2
https://www.realtor.com/realestateandhomes-detail/2681551831,PROR,312045965,FOR_SALE,MOBILE,7032 Main St,,Springfield,OR,97478,3,2,,1296,1992,325000,2025-03-19,43900,2009-04-28,8276,251,44.045874,-122.901252,1,0,
https://www.realtor.com/realestateandhomes-detail/2800801226,PROR,238946747,FOR_SALE,SINGLE_FAMILY,1372 Clearwater Ln,,Springfield,OR,97478,4,2,1,1730,1962,649900,2025-03-19,,,32234,376,44.029382,-122.956371,1,0,1
https://www.realtor.com/realestateandhomes-detail/1543399688,PROR,689782866,FOR_SALE,SINGLE_FAMILY,554 67th St,,Springfield,OR,97478,3,2,,1684,1977,460000,2025-03-16,321000,2020-01-03,7405,273,44.050096,-122.908779,2,0,2
https://www.realtor.com/realestateandhomes-detail/1386445383,PROR,238604214,FOR_SALE,SINGLE_FAMILY,6848 Simeon Dr,,Springfield,OR,97478,3,2,1,1744,1999,489000,2025-03-14,439000,2021-08-12,5662,280,44.054269,-122.905503,2,7,2
https://www.realtor.com/realestateandhomes-detail/2281563478,PROR,668580860,FOR_SALE,SINGLE_FAMILY,4128 Forsythia St,,Springfield,OR,97478,3,2,,1126,1997,387000,2025-03-14,259900,2020-03-13,4356,344,44.040178,-122.964818,1,0,2
https://www.realtor.com/realestateandhomes-detail/1709792122,PROR,133705884,FOR_SALE,SINGLE_FAMILY,6675 B St,,Springfield,OR,97478,3,2,,1429,1979,450000,2025-03-14,225000,2015-06-26,7405,315,44.047304,-122.908683,1,0,2
https://www.realtor.com/realestateandhomes-detail/1689109523,PROR,138262738,FOR_SALE,SINGLE_FAMILY,465 72nd St,,Springfield,OR,97478,3,2,,1494,1979,470000,2025-03-13,290200,2018-07-06,8276,315,44.043133,-122.897261,2,0,2
https://www.realtor.com/realestateandhomes-detail/1527897056,PROR,524639793,FOR_SALE,MULTI_FAMILY,6112 Main St,Apt 001-002,Springfield,OR,97478,4,2,,1702,1974,450000,2025-03-13,,,10019,264,44.045939,-122.920241,1,,2
https://www.realtor.com/realestateandhomes-detail/9138329875,PROR,473471921,FOR_SALE,LAND,None Upper Camp Creek Rd,,Springfield,OR,97478,,,,,,300000,2025-03-12,,,284447,,44.109031,-122.832735,,0,
https://www.realtor.com/realestateandhomes-detail/2785282545,PROR,747421166,FOR_SALE,SINGLE_FAMILY,6018 Fernhill Loop,,Springfield,OR,97478,4,3,,2928,2010,864900,2025-03-12,429000,2016-09-08,16117,295,44.042638,-122.919596,2,15,3
https://www.realtor.com/realestateandhomes-detail/9226511472,PROR,640052644,FOR_SALE,SINGLE_FAMILY,5308 Squirrel St,,Springfield,OR,97478,3,2,,1408,2022,469900,2025-03-12,435000,2022-12-15,6969,334,44.039238,-122.937969,1,32,2
https://www.realtor.com/realestateandhomes-detail/1388224304,PROR,390963018,FOR_SALE,SINGLE_FAMILY,88085 Chita Loop,,Springfield,OR,97478,3,2,,1874,1970,569900,2025-03-11,376250,2019-07-25,68825,304,44.060276,-122.775377,1,0,2
https://www.realtor.com/realestateandhomes-detail/9685249416,PROR,469328417,FOR_SALE,SINGLE_FAMILY,789 66th St,,Springfield,OR,97478,3,2,,1044,1978,450000,2025-03-10,361100,2020-11-13,10019,431,44.053391,-122.910461,1,0,2
https://www.realtor.com/realestateandhomes-detail/9056823106,PROR,545039758,FOR_SALE,SINGLE_FAMILY,None Cedar View Dr,,Springfield,OR,97478,3,2,,1408,2025,439990,2025-03-08,,,,312,44.036745,-122.941834,1,32,2
https://www.realtor.com/realestateandhomes-detail/1632763418,PROR,374287986,FOR_SALE,MULTI_FAMILY,3211 E Ct,,Springfield,OR,97478,4,2,,,1977,455000,2025-03-07,59000,1991-10-09,,,44.040691,-122.980495,1,0,2
https://www.realtor.com/realestateandhomes-detail/2878940969,PROR,580742858,FOR_SALE,SINGLE_FAMILY,37593 Upper Camp Creek Rd,,Springfield,OR,97478,3,2,,1556,1972,580000,2025-03-07,,,57499,373,44.075019,-122.876497,1,0,2
https://www.realtor.com/realestateandhomes-detail/1389725856,PROR,393090015,FOR_SALE,SINGLE_FAMILY,262 37th St,,Springfield,OR,97478,2,1,1,940,1946,347000,2025-03-07,155000,2006-05-31,9583,369,44.047826,-122.973925,2,0,1
https://www.realtor.com/realestateandhomes-detail/9509643919,PROR,748971668,FOR_SALE,SINGLE_FAMILY,5094 Cedar View Dr,,Springfield,OR,97478,4,3,,2968,2025,632356,2025-03-06,,,,213,44.03793,-122.942354,2,32,2
https://www.realtor.com/realestateandhomes-detail/2967517681,PROR,687189605,FOR_SALE,SINGLE_FAMILY,968 66th Pl,,Springfield,OR,97478,4,3,,2272,2021,810000,2025-03-05,779000,2024-01-05,16988,357,44.036489,-122.909621,2,15,3
https://www.realtor.com/realestateandhomes-detail/1184204183,PROR,383205677,FOR_SALE,MULTI_FAMILY,88365 Page Ln,,Springfield,OR,97478,6,3,,4814,1998,875000,2025-03-05,255000,2004-11-09,43560,182,44.067883,-122.802617,3,,4
https://www.realtor.com/realestateandhomes-detail/2989511283,PROR,662117485,FOR_SALE,SINGLE_FAMILY,6037 Orchid Ln,,Springfield,OR,97478,3,2,,1242,2005,405000,2025-03-05,300000,2020-09-16,6098,326,44.028392,-122.920322,1,10,2
https://www.realtor.com/realestateandhomes-detail/9875342657,PROR,360337499,FOR_SALE,SINGLE_FAMILY,5090 Cedar View Dr,,Springfield,OR,97478,2,2,1,1743,2025,500366,2025-03-05,,,,287,44.037923,-122.942145,2,65,2
https://www.realtor.com/realestateandhomes-detail/2956006938,PROR,369232050,FOR_SALE,SINGLE_FAMILY,345 38th St,,Springfield,OR,97478,3,1,1,1222,1948,393500,2025-03-02,345000,2022-11-18,9147,322,44.049014,-122.972275,2,0,1
https://www.realtor.com/realestateandhomes-detail/1705208411,PROR,715480559,FOR_SALE,SINGLE_FAMILY,440 63rd St,,Springfield,OR,97478,3,2,,1559,1977,489900,2025-03-02,299900,2017-06-26,7405,314,44.048908,-122.918391,2,0,2
https://www.realtor.com/realestateandhomes-detail/1038709017,PROR,24454212,FOR_SALE,SINGLE_FAMILY,37899 Shenandoah Loop,,Springfield,OR,97478,4,3,,2698,1989,745000,2025-03-01,695000,2021-09-23,65776,276,44.082226,-122.864734,1,0,2
https://www.realtor.com/realestateandhomes-detail/9729464329,PROR,694390363,FOR_SALE,SINGLE_FAMILY,5108 Holly St,,Springfield,OR,97478,3,2,,1574,2025,456590,2025-03-01,,,4791,290,44.03721,-122.941478,1,32,2
https://www.realtor.com/realestateandhomes-detail/2834816351,PROR,183613616,FOR_SALE,SINGLE_FAMILY,38025 M J Chase Rd,,Springfield,OR,97478,3,3,,2361,1974,585000,2025-03-01,75000,1995-08-17,108900,248,44.06609,-122.859528,1,0,3
https://www.realtor.com/realestateandhomes-detail/9335003797,PROR,748435159,FOR_SALE,MULTI_FAMILY,1164 43rd Pl,,Springfield,OR,97478,6,6,,3107,2024,715000,2025-02-28,,,4791,230,44.035591,-122.959336,2,,2
https://www.realtor.com/realestateandhomes-detail/9964183627,PROR,282140590,FOR_SALE,MULTI_FAMILY,4353/4355 Kalmia St,,Springfield,OR,97478,6,6,,3107,2024,715000,2025-02-28,,,4356,230,44.034963,-122.959406,2,,2
https://www.realtor.com/realestateandhomes-detail/9863369025,PROR,712967334,FOR_SALE,MULTI_FAMILY,4369/4371 Kalmia St,,Springfield,OR,97478,6,6,,3107,2024,715000,2025-02-28,,,4791,230,44.034961,-122.959003,2,,2
https://www.realtor.com/realestateandhomes-detail/9391473508,PROR,626454734,FOR_SALE,MULTI_FAMILY,4356/4358 Kalmia St,,Springfield,OR,97478,6,6,,2536,2024,689900,2025-02-28,,,4791,272,44.035303,-122.959336,2,,2
https://www.realtor.com/realestateandhomes-detail/1428769649,PROR,567153910,FOR_SALE,SINGLE_FAMILY,220 70th St,,Springfield,OR,97478,3,1,,880,1972,350000,2025-02-28,312000,2022-11-15,6098,398,44.044721,-122.902363,1,0,2
https://www.realtor.com/realestateandhomes-detail/9567856716,PROR,169846881,FOR_SALE,LAND,None Natures Gdn,,Springfield,OR,97478,,,,,,90000,2025-02-27,,,12632,,44.053755,-122.831952,,0,
https://www.realtor.com/realestateandhomes-detail/2549244742,PROR,756570963,FOR_SALE,MOBILE,5335 Main St,Spc 187,Springfield,OR,97478,2,1,,784,2023,79900,2025-02-27,,,,102,44.043396,-122.936485,1,0,1
https://www.realtor.com/realestateandhomes-detail/1410583869,PROR,281294669,FOR_SALE,SINGLE_FAMILY,677 Laksonen Loop,,Springfield,OR,97478,3,1,1,1260,1974,362900,2025-02-26,,,8712,288,44.051712,-122.903171,1,0,2
https://www.realtor.com/realestateandhomes-detail/1939275796,PROR,342339926,FOR_SALE,SINGLE_FAMILY,861 44th St,,Springfield,OR,97478,3,2,1,1628,1993,424900,2025-02-26,244000,2007-09-28,6969,261,44.038256,-122.957852,2,0,2
https://www.realtor.com/realestateandhomes-detail/2518924481,PROR,393723130,FOR_SALE,SINGLE_FAMILY,420 37th St,,Springfield,OR,97478,4,1,,1792,1940,399000,2025-02-25,368000,2024-07-15,13068,223,44.049221,-122.973917,2,0,1
https://www.realtor.com/realestateandhomes-detail/9093983532,PROR,647793156,FOR_SALE,SINGLE_FAMILY,5105 Holly St,,Springfield,OR,97478,3,2,,1148,2025,405990,2025-02-25,390324,2025-03-19,,354,44.036771,-122.941667,1,32,2
https://www.realtor.com/realestateandhomes-detail/1405552967,PROR,24406610,FOR_SALE,SINGLE_FAMILY,37186 Tree Farm Rd,,Springfield,OR,97478,4,3,,2404,1971,485000,2025-02-24,139900,1998-09-25,49223,202,44.129696,-122.896223,1,0,2
https://www.realtor.com/realestateandhomes-detail/1616217340,PROR,330299393,FOR_SALE,SINGLE_FAMILY,732 53rd St,,Springfield,OR,97478,4,2,,1280,1976,424000,2025-02-22,329000,2020-08-14,6534,331,44.052374,-122.937686,1,0,1
https://www.realtor.com/realestateandhomes-detail/2879856171,PROR,693326048,FOR_SALE,MOBILE,902 59th St,,Springfield,OR,97478,5,3,,2400,1994,449000,2025-02-22,113000,2014-09-08,12632,187,44.038658,-122.927091,2,0,2
https://www.realtor.com/realestateandhomes-detail/2109518056,PROR,471838916,FOR_SALE,SINGLE_FAMILY,3285 Redwood Dr,,Springfield,OR,97478,3,2,,1494,1996,429000,2025-02-21,429000,2023-07-19,6969,287,44.038086,-122.979658,1,0,2
https://www.realtor.com/realestateandhomes-detail/9216666335,PROR,718528582,FOR_SALE,SINGLE_FAMILY,5104 Holly St,,Springfield,OR,97478,3,2,,,2025,398340,2025-02-21,390324,2025-03-19,6098,,44.037237,-122.941687,1,32,2
https://www.realtor.com/realestateandhomes-detail/9038823242,PROR,242637463,FOR_SALE,SINGLE_FAMILY,5111 Holly St,,Springfield,OR,97478,3,2,,1574,2025,435340,2025-02-21,,,4791,277,44.036771,-122.941477,1,32,2
https://www.realtor.com/realestateandhomes-detail/2929692749,PROR,685800290,FOR_SALE,SINGLE_FAMILY,36995 Wallace Creek Rd,,Springfield,OR,97478,4,3,2,6482,2008,2295000,2025-02-21,2200000,2023-06-20,1350360,354,44.010391,-122.901979,2,21,4
https://www.realtor.com/realestateandhomes-detail/9812388970,PROR,24189459,FOR_SALE,TOWNHOMES,120 65th Pl,,Springfield,OR,97478,3,2,,1120,2024,364000,2025-02-20,,,5662,325,44.046013,-122.912735,2,0,1
https://www.realtor.com/realestateandhomes-detail/9404222987,PROR,108411056,FOR_SALE,TOWNHOMES,124 65th Pl,,Springfield,OR,97478,3,2,,1120,2024,364000,2025-02-20,,,,325,44.046021,-122.912735,2,0,1
https://www.realtor.com/realestateandhomes-detail/2949518230,PROR,482265007,FOR_SALE,SINGLE_FAMILY,6085 Graystone Loop,,Springfield,OR,97478,4,2,1,3519,2021,1225000,2025-02-19,145000,2020-11-25,10454,348,44.042097,-122.922283,2,32,2
https://www.realtor.com/realestateandhomes-detail/2729483322,PROR,300572338,FOR_SALE,MOBILE,5335 Main St,Spc 154,Springfield,OR,97478,2,1,,728,1977,26900,2025-02-19,,,,37,44.043673,-122.936408,1,0,
https://www.realtor.com/realestateandhomes-detail/1620353859,PROR,661325019,FOR_SALE,SINGLE_FAMILY,5545 High Banks Rd,,Springfield,OR,97478,3,1,1,1186,1976,367000,2025-02-18,,,6534,309,44.056438,-122.932265,1,0,2
https://www.realtor.com/realestateandhomes-detail/9015091416,PROR,660380659,FOR_SALE,SINGLE_FAMILY,5086 Cedar View Dr,,Springfield,OR,97478,3,2,,1574,2025,480212,2025-02-16,,,,305,44.037954,-122.942487,1,32,2
